,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
12482,-0.335456475810831,4,1.0429242302138075,0.35704925354602446,4,3,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18570,-0.4820556467110236,4,1.9043634965876612,1.133702193534905,4,10,1,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3109,-1.5082498430123719,4,-0.10031448464377755,-0.03127721644841584,4,12,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
31060,-0.6286548176112162,4,-0.2330512046957355,1.133702193534905,2,1,5,1,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,30,>50K
24800,-0.11555771946054208,6,-0.011367198011022232,-0.03127721644841584,2,4,0,4,1,0.46086826195367786,-0.2179980768942208,0.779460235411192,39,>50K
9624,-0.7019544030613125,4,1.9496924022755078,0.35704925354602446,2,8,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,<=50K
14935,-1.1417519157618903,7,-1.2165269085629487,-2.749562506409498,4,14,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
27763,-1.068452330311794,4,-0.3296863497564715,-1.1962566264317367,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
25200,-0.04225813401044578,4,-0.174997895503481,-1.1962566264317367,3,14,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,26,<=50K
24269,-0.7752539885114088,4,-1.1092009838588526,-1.5845830964261771,4,14,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
8524,0.5441385495903246,4,-0.28404384786575315,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
3030,1.570332745891673,4,-0.13766094153124855,-0.4196036864428561,6,7,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
2102,-0.6286548176112162,4,1.4628770604354662,-0.4196036864428561,0,3,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
9554,0.5441385495903246,1,-0.6639608961874333,0.35704925354602446,5,13,1,3,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
23423,-0.6286548176112162,4,-1.6198401342019197,-0.03127721644841584,2,10,0,4,1,0.9175346176973586,-0.2179980768942208,-0.03151041920840369,39,>50K
7145,-0.335456475810831,4,0.2277166464754619,-0.4196036864428561,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
30197,-0.4820556467110236,4,-0.3307886879241424,1.9103551335237856,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3891,0.3242397932400357,4,-0.27929239024648206,-0.4196036864428561,4,7,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
20632,-0.4087560612609273,4,-0.49842011273202746,-0.4196036864428561,4,7,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,<=50K
1995,0.397539378690132,4,-1.2843017000442318,-0.03127721644841584,0,7,1,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
29541,1.0572356477409988,4,0.9109667492114101,1.5220286635293454,2,1,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
19814,1.6436323313417691,0,0.35379182294520173,-0.4196036864428561,0,0,1,4,1,0.5271139265209774,-0.2179980768942208,-0.03151041920840369,39,<=50K
10786,-0.6286548176112162,4,0.06296460498485514,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
4925,-0.7752539885114088,0,0.9551172934096773,1.133702193534905,4,0,1,4,1,-0.14571521360410045,-0.2179980768942208,-1.8156458593715143,39,<=50K
4975,-0.7019544030613125,4,-1.0643187151872175,-0.4196036864428561,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
26609,-1.5082498430123719,5,-0.4005210799445653,-0.4196036864428561,4,5,3,4,0,-0.14571521360410045,-0.2179980768942208,-2.62661651399111,39,<=50K
9422,1.7169319167918655,4,0.2021823132294989,1.133702193534905,2,1,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,>50K
10639,1.7169319167918655,4,-1.463222588155505,-0.03127721644841584,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
2978,-0.7019544030613125,4,0.007629129550823698,-0.4196036864428561,0,7,4,4,1,-0.14571521360410045,-0.2179980768942208,1.2660426281829495,39,<=50K
3573,-1.4349502575622755,0,1.6735756971044247,-2.3612360364150575,4,0,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
7372,-0.9218531594116014,4,0.8254690208102456,-0.03127721644841584,2,11,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31245,1.7902315022419617,4,-0.6869294423189898,-0.03127721644841584,2,10,0,4,1,0.46086826195367786,-0.2179980768942208,-0.03151041920840369,39,>50K
28531,-1.068452330311794,4,-0.04675605435935352,-0.03127721644841584,4,7,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1115,1.570332745891673,5,0.34776697468396595,0.35704925354602446,2,7,0,4,1,-0.14571521360410045,5.765322371505318,2.4014015446503834,0,>50K
13015,1.350433989541384,6,-0.8154563709202736,1.9103551335237856,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,>50K
3088,-1.3616506721121793,0,-0.07262298963866548,-0.03127721644841584,4,0,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13785,2.0101302585922505,4,0.5217273410407202,1.133702193534905,2,1,0,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,30,<=50K
3466,0.031041451439650522,4,-0.8866902235483861,1.5220286635293454,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,>50K
20434,2.3033286003926356,0,0.16979637809654696,-0.4196036864428561,2,0,0,4,1,0.16241702158576046,-0.2179980768942208,-1.3290634665997567,39,<=50K
25155,0.397539378690132,4,-0.7874037651360969,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
13747,-0.04225813401044578,4,-0.33441880154526554,1.5220286635293454,2,4,0,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,<=50K
23623,1.2771344040912875,6,-1.0611827531584987,-0.03127721644841584,0,12,4,4,0,-0.14571521360410045,-0.2179980768942208,0.6172661044872729,39,<=50K
25258,-1.068452330311794,4,-0.9391273098346622,1.133702193534905,4,12,3,1,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
13262,0.17764062233984312,4,0.9269791613883538,-0.4196036864428561,2,10,0,4,1,-0.14571521360410045,4.494331319733491,-0.03151041920840369,39,>50K
20237,-1.2883510866620829,4,0.01601070079121795,-1.1962566264317367,4,5,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8232,-0.9218531594116014,2,-0.6835083928331146,1.133702193534905,4,10,1,4,0,0.5271139265209774,-0.2179980768942208,-0.43699574651820156,39,<=50K
30837,0.10434103688974683,4,0.023755576710629875,1.5220286635293454,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
14961,-0.2621568903607347,4,1.128279414886394,1.133702193534905,2,12,0,2,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
7624,0.3242397932400357,1,0.13187974629476343,1.133702193534905,2,1,0,4,1,0.8635976465465302,-0.2179980768942208,-0.03151041920840369,39,>50K
14481,-0.4087560612609273,4,-0.6170450036547502,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
7025,-1.2883510866620829,4,0.6264874786304098,-0.03127721644841584,4,8,3,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,28,<=50K
799,0.3242397932400357,4,0.8039829294559017,1.133702193534905,2,4,0,4,1,-0.14571521360410045,4.494331319733491,-0.03151041920840369,9,>50K
25001,-1.3616506721121793,4,0.07828330434938523,-0.03127721644841584,4,10,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
427,-1.1417519157618903,4,0.14153470817712235,-0.4196036864428561,4,6,1,4,1,-0.14571521360410045,-0.2179980768942208,2.5635956755743026,6,<=50K
31402,0.397539378690132,1,-0.48083021662548575,0.7453757235404648,0,1,1,2,0,-0.14571521360410045,4.095443289840189,-0.03151041920840369,39,<=50K
17129,-0.18885730491063837,4,0.1888212144041085,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21442,-0.4087560612609273,4,0.29995780811885997,0.35704925354602446,4,7,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
20101,1.130535233191095,2,0.8564200157421776,0.35704925354602446,2,14,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21407,-1.2150515012119867,4,-0.615305970166097,0.35704925354602446,4,9,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
14838,-0.4820556467110236,5,-0.2718421046994649,-0.4196036864428561,2,5,0,4,1,-0.14571521360410045,4.494331319733491,1.18494556272099,39,>50K
22609,0.6907377204905172,4,-0.44167820584269174,-0.4196036864428561,6,7,1,4,0,-0.14571521360410045,-0.2179980768942208,0.6172661044872729,39,<=50K
14184,-0.11555771946054208,5,-0.7472254395075403,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
26651,-1.4349502575622755,4,0.1390259385541472,-0.4196036864428561,4,1,3,3,0,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,33,<=50K
26133,-0.2621568903607347,4,0.551081846212577,-0.4196036864428561,6,8,4,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
28663,1.130535233191095,4,-0.5833001516426867,-0.03127721644841584,6,10,1,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
21848,-1.4349502575622755,4,-1.3775633101952853,-0.03127721644841584,4,5,1,4,0,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
31514,0.5441385495903246,7,1.3116571702445434,0.35704925354602446,0,13,1,4,0,0.31413204043821896,-0.2179980768942208,0.13068371171551546,39,<=50K
11498,-0.4087560612609273,4,-1.282676701538441,1.133702193534905,2,1,0,4,1,-0.14571521360410045,3.694077694543822,0.13068371171551546,39,<=50K
7634,1.7169319167918655,7,0.30218149028467883,1.5220286635293454,5,10,4,4,0,-0.14571521360410045,-0.2179980768942208,-1.3290634665997567,0,<=50K
19515,3.036324454893599,2,-1.6122473049263244,-0.4196036864428561,6,8,4,0,0,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
232,-0.9951527448616977,4,-0.2853457472534334,-0.03127721644841584,4,1,1,4,1,-0.14571521360410045,-0.2179980768942208,0.13068371171551546,39,<=50K
19421,-0.9218531594116014,4,-0.20822008717742466,-0.4196036864428561,4,7,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
25073,0.031041451439650522,4,-0.6012036439521002,-0.4196036864428561,0,10,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
22703,0.6174381350404209,2,-0.21758045868738876,-0.4196036864428561,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
25127,-0.7752539885114088,4,-0.4470853646134223,-0.4196036864428561,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
29605,1.6436323313417691,4,-0.10878158212131869,0.7453757235404648,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.13068371171551546,39,<=50K
7423,-0.11555771946054208,4,-0.8610893698957534,1.133702193534905,2,4,0,4,1,-0.14571521360410045,4.680148724963291,0.779460235411192,39,>50K
29006,2.083429844042347,6,2.2965393055670607,0.7453757235404648,2,4,5,4,0,2.62733660317862,-0.2179980768942208,-2.9510047758389484,39,>50K
30386,-1.2883510866620829,4,-0.706438927303717,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
15982,0.397539378690132,4,0.15154127792330732,-0.4196036864428561,4,4,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4023,0.17764062233984312,4,0.028060397313689506,-0.4196036864428561,4,1,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31854,-0.5553552321611199,4,0.014414211031142855,0.35704925354602446,0,6,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
5369,-0.6286548176112162,4,9.454097051576118,-0.03127721644841584,2,14,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
27023,1.4237335749914803,4,1.181524248967946,0.35704925354602446,2,3,0,4,1,-0.14571521360410045,4.457167838687532,0.6172661044872729,39,>50K
26873,0.2509402077899394,4,0.35451404450333096,-0.03127721644841584,2,10,0,4,1,1.9321028750370441,-0.2179980768942208,-0.6802869429040802,39,>50K
30167,2.2300290149425397,2,-0.0945177063482668,-1.5845830964261771,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-2.4644223830671907,39,<=50K
26930,-0.7019544030613125,1,1.622792118069655,1.5220286635293454,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
30596,-0.335456475810831,4,-0.10375453996012984,1.133702193534905,2,4,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
6884,-0.2621568903607347,4,0.10136588546380432,0.35704925354602446,3,10,4,4,0,-0.14571521360410045,-0.2179980768942208,0.2928778426394346,39,<=50K
29526,0.9106364768408062,4,-0.48376661743419536,-0.4196036864428561,2,8,0,4,1,0.8635976465465302,-0.2179980768942208,-0.03151041920840369,8,>50K
12288,0.17764062233984312,7,1.1336675678266475,2.298681603518226,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
23198,0.10434103688974683,4,-0.5802402129358761,-0.03127721644841584,0,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13187,0.47083896414022836,2,3.486551369228751,-0.4196036864428561,2,3,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
7902,-0.2621568903607347,4,1.6095260483966498,1.133702193534905,2,10,5,4,0,0.8635976465465302,-0.2179980768942208,-2.62661651399111,0,>50K
24483,0.031041451439650522,5,-0.6183944176186232,1.5220286635293454,0,4,1,1,1,-0.14571521360410045,-0.2179980768942208,4.753216443047211,24,>50K
8216,0.9106364768408062,4,0.12540826101731617,0.35704925354602446,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10051,-0.4820556467110236,5,0.01545002879214396,2.298681603518226,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,2.9690810028841006,39,<=50K
22100,-0.04225813401044578,4,-0.23625368713112424,-0.4196036864428561,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3883,1.7902315022419617,6,-0.28550729681248865,-1.5845830964261771,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4412,-1.068452330311794,4,-0.1871046095173838,0.7453757235404648,0,8,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
2314,0.10434103688974683,4,-1.519688910502923,1.133702193534905,2,1,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
12834,-1.5082498430123719,4,0.7676912961599088,-0.8079301564372964,4,1,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
10315,-1.068452330311794,4,1.2513041555645619,1.133702193534905,4,1,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
28869,0.9106364768408062,1,0.0800793553294697,1.133702193534905,6,10,1,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18402,-1.068452330311794,4,-0.32163738054942625,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,0.2928778426394346,39,<=50K
7412,-1.2150515012119867,4,0.39271576376227074,-0.03127721644841584,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
20650,0.6907377204905172,4,0.2513979112499091,-1.1962566264317367,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
29304,-1.068452330311794,4,-1.3781239821943594,-0.4196036864428561,4,6,2,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15942,-0.04225813401044578,4,-0.3721168662965626,-1.5845830964261771,5,1,4,4,1,-0.14571521360410045,9.122423492657028,-0.03151041920840369,39,<=50K
32021,0.5441385495903246,4,0.20399737004006047,0.7453757235404648,2,14,0,3,1,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,39,<=50K
4833,-0.9218531594116014,4,-0.3306366412803257,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
32443,-1.5082498430123719,4,-1.4100252686501455,-0.4196036864428561,4,12,3,4,0,-0.14571521360410045,3.751061698814294,-1.6534517284475951,39,<=50K
13418,0.5441385495903246,4,-0.6107730795973123,0.35704925354602446,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
9450,-0.7019544030613125,6,-1.4965113002361186,-0.4196036864428561,4,5,1,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
3424,-0.11555771946054208,4,1.3953968593265778,-2.749562506409498,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,26,<=50K
26587,2.083429844042347,4,0.41112291057932704,-1.1962566264317367,6,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
9617,1.570332745891673,4,-0.5834046837103106,-0.03127721644841584,0,10,4,4,1,0.31413204043821896,-0.2179980768942208,0.13068371171551546,39,<=50K
5947,1.2771344040912875,6,0.6556329196670188,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
32119,0.5441385495903246,4,-0.2339729874738741,-0.03127721644841584,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
15257,1.0572356477409988,4,1.4414004719963607,1.5220286635293454,4,4,1,4,0,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,>50K
32042,-0.4820556467110236,4,0.7449128083331231,0.35704925354602446,4,13,4,4,0,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
26576,0.2509402077899394,4,0.5505591858744573,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
8209,-0.2621568903607347,4,-0.33592026215295523,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
797,-0.9951527448616977,4,1.2061938169272017,-0.4196036864428561,4,7,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1883,-0.8485535739615051,1,3.0274085165633444,1.133702193534905,4,4,1,2,1,-0.14571521360410045,-0.2179980768942208,0.6172661044872729,39,<=50K
18276,0.8373368913907099,4,-0.15327423126817344,-0.4196036864428561,0,12,1,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
18756,-1.1417519157618903,4,-1.0365702026906742,-0.03127721644841584,2,12,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,39,<=50K
1198,-1.5082498430123719,4,0.48453293079706583,-0.4196036864428561,4,7,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,6,<=50K
22980,-0.4087560612609273,4,-0.7738336021754585,-0.03127721644841584,4,1,1,4,0,0.8015009797600636,-0.2179980768942208,0.779460235411192,39,<=50K
2793,1.6436323313417691,4,-0.34886323270784975,-0.4196036864428561,6,12,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
24872,-0.7752539885114088,4,0.015041403436886643,-0.03127721644841584,4,12,1,3,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,19,<=50K
30401,-0.11555771946054208,2,-1.3785421104648552,1.5220286635293454,2,10,5,4,0,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
16864,0.2509402077899394,4,-1.2881883923767956,1.133702193534905,4,12,1,4,1,1.3092000082079895,-0.2179980768942208,0.779460235411192,39,>50K
7126,-1.3616506721121793,4,-1.3974339059590772,-0.03127721644841584,4,1,1,4,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
26543,0.17764062233984312,4,0.03917880814278392,1.133702193534905,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13765,2.4499277712928285,4,-0.11394166509584713,-1.5845830964261771,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
8261,0.10434103688974683,4,-1.0490000158226875,-0.4196036864428561,0,12,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31449,0.031041451439650522,4,0.9838541090910291,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
17922,-1.5082498430123719,4,-0.6730076714945255,-1.1962566264317367,4,12,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.8156458593715143,39,<=50K
19689,3.036324454893599,6,3.540565939444625,-0.4196036864428561,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
4355,-0.11555771946054208,4,-0.4437973559408867,-1.5845830964261771,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
27488,-0.8485535739615051,4,2.1798435064377624,-2.749562506409498,4,8,1,4,1,-0.14571521360410045,-0.2179980768942208,2.8068868719601814,26,<=50K
28972,-0.8485535739615051,4,-0.7870711631027478,-0.03127721644841584,5,12,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17152,-1.4349502575622755,4,-1.4683351565538407,-0.4196036864428561,4,14,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1420,-1.4349502575622755,0,-0.1632332864381657,-0.03127721644841584,4,0,3,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
5205,-0.6286548176112162,4,-0.29781357204640085,1.133702193534905,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,20,<=50K
1234,-0.5553552321611199,4,-0.7926588772630108,-1.1962566264317367,5,8,1,2,0,-0.14571521360410045,-0.2179980768942208,0.13068371171551546,39,<=50K
32193,2.1567294294924433,4,0.8014456510872109,-1.5845830964261771,0,14,1,4,1,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
30086,-0.9218531594116014,4,1.4309092535730101,1.133702193534905,4,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
9255,-0.335456475810831,4,-1.2575509936477354,1.133702193534905,4,12,1,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
16814,0.5441385495903246,4,0.4558721384376224,0.35704925354602446,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
26300,0.8373368913907099,6,-0.20936043700604973,2.298681603518226,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,>50K
32103,-0.335456475810831,0,1.3355570020694771,-2.3612360364150575,5,0,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
2328,1.2771344040912875,4,-1.0675972209445146,-1.1962566264317367,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
16611,1.0572356477409988,4,0.04781695809461881,-0.4196036864428561,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
20437,-0.5553552321611199,4,-0.3369940915749105,-0.4196036864428561,4,12,4,2,0,-0.14571521360410045,-0.2179980768942208,-1.3290634665997567,39,<=50K
25290,0.9106364768408062,6,-0.6157526071823084,1.9103551335237856,0,10,1,4,1,-0.14571521360410045,-0.2179980768942208,3.212372199269979,39,>50K
16961,-0.7752539885114088,4,-0.124261831044904,1.133702193534905,2,4,0,4,1,0.5704018033676679,-0.2179980768942208,0.779460235411192,39,>50K
4233,-0.6286548176112162,4,-1.174229432836197,1.133702193534905,4,10,1,4,0,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,28,<=50K
684,-1.5082498430123719,7,-1.2393434080506884,-1.1962566264317367,4,1,3,4,0,-0.14571521360410045,-0.2179980768942208,-2.8699077103769888,39,<=50K
31918,-0.9218531594116014,4,-0.3343902927995499,-0.03127721644841584,4,7,1,1,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
20507,0.6174381350404209,4,1.5733104384225653,1.133702193534905,2,10,0,4,1,1.9321028750370441,-0.2179980768942208,-0.03151041920840369,39,>50K
5794,0.9106364768408062,4,-0.2537960686614732,-0.4196036864428561,2,11,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
8953,0.17764062233984312,4,-1.092684917174266,1.133702193534905,2,8,0,1,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,40,<=50K
8988,-0.4820556467110236,4,0.13888339482556905,1.9103551335237856,2,10,0,4,1,-0.14571521360410045,4.680148724963291,1.5904308900307877,39,>50K
30254,1.570332745891673,1,2.036130919285288,-0.4196036864428561,0,4,1,4,1,1.3092000082079895,-0.2179980768942208,-0.03151041920840369,39,>50K
10780,1.2038348186411914,2,0.21560993246155907,-0.4196036864428561,0,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
437,-0.335456475810831,2,-0.6912532687525265,-0.03127721644841584,4,11,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
27886,0.9106364768408062,4,0.9607145104851788,-0.4196036864428561,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
15926,-0.11555771946054208,4,0.8483235319589397,1.133702193534905,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6431,-0.335456475810831,1,-0.7378460621670991,-0.03127721644841584,4,3,2,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8625,1.350433989541384,4,0.2745375098557595,-0.4196036864428561,2,6,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
19142,0.47083896414022836,4,-0.5505340999001931,-0.03127721644841584,2,6,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
16571,1.4970331604415765,4,1.6938549182234737,-1.1962566264317367,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18038,-0.5553552321611199,4,0.051095463851915886,0.7453757235404648,0,8,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
1292,0.031041451439650522,4,0.8423747070196123,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,1.9959162173405856,39,<=50K
